payment_type,customer_city,total_orders,total_customers
credit_card,boa ventura,1,1
credit_card,boa vista das missoes,1,1
credit_card,boa vista do cadeado,1,1
credit_card,boa vista do sul,1,1
credit_card,bocaiuva do sul,1,1
credit_card,bodo,1,1
credit_card,bodoco,1,1
credit_card,bom jardim de goias,1,1
credit_card,bom jesus do amparo,1,1
credit_card,bom jesus do araguaia,1,1
credit_card,bom jesus do querendo,1,1
credit_card,bom jesus do sul,1,1
credit_card,bom retiro,1,1
credit_card,bom retiro do sul,1,1
credit_card,bonito de santa fe,1,1
credit_card,boquim,1,1
credit_card,boquira,1,1
credit_card,bora,1,1
credit_card,boraceia,1,1
credit_card,borrazopolis,1,1
credit_card,botelho,1,1
credit_card,botuvera,1,1
credit_card,bras pires,1,1
credit_card,brasilandia,1,1
credit_card,brasileia,1,1
credit_card,braunas,1,1
credit_card,brazabrantes,1,1
credit_card,brejetuba,1,1
credit_card,brejo,1,1
credit_card,brejo bonito,1,1
credit_card,brejo do cruz,1,1
credit_card,brejo dos santos,1,1
credit_card,brejoes,1,1
credit_card,brejolandia,1,1
credit_card,breves,1,1
credit_card,britania,1,1
credit_card,bugre,1,1
credit_card,buique,1,1
credit_card,buriti alegre,1,1
credit_card,buritirama,1,1
credit_card,cabeceiras,1,1
credit_card,cacaulandia,1,1
credit_card,cachoeira da prata,1,1
credit_card,cachoeira do brumado,1,1
credit_card,caetes,1,1
credit_card,caicara do norte,1,1
credit_card,caiua,1,1
credit_card,cajapio,1,1
credit_card,cajari,1,1
credit_card,calcado,1,1
credit_card,caldas do jorro,1,1
credit_card,california,1,1
credit_card,calmon,1,1
credit_card,camacho,1,1
credit_card,cambara do sul,1,1
credit_card,cambiasca,1,1
credit_card,cambira,1,1
credit_card,campanario,1,1
credit_card,campestre do maranhao,1,1
credit_card,campina da lagoa,1,1
credit_card,campina do monte alegre,1,1
credit_card,campinacu,1,1
credit_card,campo alegre do fidalgo,1,1
credit_card,campo azul,1,1
credit_card,campo bonito,1,1
credit_card,campo do brito,1,1
credit_card,campo do tenente,1,1
credit_card,campo grande do piaui,1,1
credit_card,campo magro,1,1
credit_card,campos verdes,1,1
credit_card,canaa,1,1
credit_card,canapi,1,1
credit_card,candeal,1,1
credit_card,candeias do jamari,1,1
credit_card,candelaria,1,1
credit_card,candido godoi,1,1
credit_card,candido mendes,1,1
credit_card,candoi,1,1
credit_card,canitar,1,1
credit_card,cantanhede,1,1
credit_card,canto do buriti,1,1
credit_card,canudos,1,1
credit_card,capao do cipo,1,1
credit_card,caparao,1,1
credit_card,capela,1,1
credit_card,capela do alto,1,1
credit_card,capela do alto alegre,1,1
credit_card,capistrano,1,1
credit_card,capitao,1,1
credit_card,capitao andrade,1,1
credit_card,capitao eneas,1,1
credit_card,capoeiras,1,1
credit_card,caracol,1,1
credit_card,caraiba,1,1
credit_card,caraibas,1,1
credit_card,caraubas,1,1
credit_card,careacu,1,1
credit_card,caridade,1,1
credit_card,carinhanha,1,1
credit_card,carmesia,1,1
credit_card,carmolandia,1,1
credit_card,carmopolis,1,1
credit_card,carnaiba do sertao,1,1
credit_card,carnauba dos dantas,1,1
credit_card,carnaubal,1,1
credit_card,caseiros,1,1
credit_card,cassia dos coqueiros,1,1
credit_card,castanheiras,1,1
credit_card,caturama,1,1
credit_card,caxambu do sul,1,1
credit_card,caxingo,1,1
credit_card,ceara-mirim,1,1
credit_card,cedro,1,1
credit_card,ceilandia,1,1
credit_card,central,1,1
credit_card,central de santa helena,1,1
credit_card,centralina,1,1
credit_card,cerejeiras,1,1
credit_card,cerro grande do sul,1,1
credit_card,cerro negro,1,1
credit_card,cezarina,1,1
credit_card,cha de alegria,1,1
credit_card,cha grande,1,1
credit_card,chapada do norte,1,1
credit_card,chapadao do lageado,1,1
credit_card,charrua,1,1
credit_card,chaval,1,1
credit_card,chopinzinho,1,1
credit_card,chorozinho,1,1
credit_card,chorrocho,1,1
credit_card,cidelandia,1,1
credit_card,cipo,1,1
credit_card,cipo-guacu,1,1
credit_card,claraval,1,1
credit_card,claro dos pocoes,1,1
credit_card,clevelandia,1,1
credit_card,coari,1,1
credit_card,cocais,1,1
credit_card,cocalzinho de goias,1,1
credit_card,coimbra,1,1
credit_card,coite do noia,1,1
credit_card,colinas do tocantins,1,1
credit_card,colniza,1,1
credit_card,colonia jordaozinho,1,1
credit_card,combinado,1,1
credit_card,conceicao da ibitipoca,1,1
credit_card,conceicao do almeida,1,1
credit_card,conceicao do caninde,1,1
credit_card,conceicao do formoso,1,1
credit_card,condeuba,1,1
credit_card,confins,1,1
credit_card,conquista d'oeste,1,1
credit_card,conrado,1,1
credit_card,conselheiro mairinck,1,1
credit_card,constantina,1,1
credit_card,contenda,1,1
credit_card,coqueiro baixo,1,1
credit_card,coqueiros do sul,1,1
credit_card,coracao de maria,1,1
credit_card,coroaci,1,1
credit_card,coronel domingos soares,1,1
credit_card,coronel freitas,1,1
credit_card,coronel joao pessoa,1,1
credit_card,coronel murta,1,1
credit_card,coronel pacheco,1,1
credit_card,corrego do ouro,1,1
credit_card,corrego fundo,1,1
credit_card,correntes,1,1
credit_card,corumba de goias,1,1
credit_card,costa marques,1,1
credit_card,cotegipe,1,1
credit_card,cravolandia,1,1
credit_card,cristal,1,1
credit_card,cristinapolis,1,1
credit_card,crominia,1,1
credit_card,cuite velho,1,1
credit_card,cujubim,1,1
credit_card,cumari,1,1
credit_card,cupira,1,1
credit_card,curral de cima,1,1
credit_card,curvelandia,1,1
credit_card,dario meira,1,1
credit_card,datas,1,1
credit_card,delfim moreira,1,1
credit_card,demerval lobao,1,1
credit_card,deodapolis,1,1
credit_card,desembargador otoni,1,1
credit_card,desterro,1,1
credit_card,desterro de entre rios,1,1
credit_card,dezesseis de novembro,1,1
credit_card,diamante d'oeste,1,1
credit_card,dias d avila,1,1
credit_card,diogo de vasconcelos,1,1
credit_card,divinesia,1,1
credit_card,divino das laranjeiras,1,1
credit_card,divino de sao lourenco,1,1
credit_card,divinolandia de minas,1,1
credit_card,divinopolis de goias,1,1
credit_card,divinopolis do tocantins,1,1
credit_card,divisa nova,1,1
credit_card,dobrada,1,1
credit_card,dois riachos,1,1
credit_card,dom aquino,1,1
credit_card,dom basilio,1,1
credit_card,dom cavati,1,1
credit_card,dom joaquim,1,1
credit_card,dom macedo costa,1,1
credit_card,dona emma,1,1
credit_card,dona euzebia,1,1
credit_card,dona francisca,1,1
credit_card,dores de guanhaes,1,1
credit_card,doutor camargo,1,1
credit_card,duas barras,1,1
credit_card,duere,1,1
credit_card,echapora,1,1
credit_card,elisiario,1,1
credit_card,embauba,1,1
credit_card,engenheiro beltrao,1,1
credit_card,engenheiro navarro,1,1
credit_card,engenheiro passos,1,1
credit_card,entre folhas,1,1
credit_card,epitaciolandia,1,1
credit_card,erere,1,1
credit_card,erval grande,1,1
credit_card,esmeralda,1,1
credit_card,estevao de araujo,1,1
credit_card,estrela d oeste,1,1
credit_card,estrela d'oeste,1,1
credit_card,estrela velha,1,1
credit_card,ewbank da camara,1,1
credit_card,extremoz,1,1
credit_card,fagundes,1,1
credit_card,fatima,1,1
credit_card,felicio dos santos,1,1
credit_card,felipe guerra,1,1
credit_card,felisburgo,1,1
credit_card,felixlandia,1,1
credit_card,feliz deserto,1,1
credit_card,feliz natal,1,1
credit_card,fenix,1,1
credit_card,fernao,1,1
credit_card,ferreiros,1,1
credit_card,filadelfia,1,1
credit_card,flora rica,1,1
credit_card,florai,1,1
credit_card,florania,1,1
credit_card,flores de goias,1,1
credit_card,floresta do araguaia,1,1
credit_card,florida,1,1
credit_card,florinia,1,1
credit_card,fonseca,1,1
credit_card,fontoura xavier,1,1
credit_card,formigueiro,1,1
credit_card,formosa da serra negra,1,1
credit_card,fortaleza dos valos,1,1
credit_card,fortim,1,1
credit_card,foz do jordao,1,1
credit_card,fragosos,1,1
credit_card,francisco santos,1,1
credit_card,frei martinho,1,1
credit_card,frei rogerio,1,1
credit_card,fruta de leite,1,1
credit_card,frutuoso gomes,1,1
credit_card,gabriel monteiro,1,1
credit_card,galinhos,1,1
credit_card,galvao,1,1
credit_card,gameleiras,1,1
credit_card,garruchos,1,1
credit_card,general camara,1,1
credit_card,general maynard,1,1
credit_card,gentio do ouro,1,1
credit_card,getulina,1,1
credit_card,gilbues,1,1
credit_card,girau do ponciano,1,1
credit_card,glaura,1,1
credit_card,gloria de dourados,1,1
credit_card,goiandira,1,1
credit_card,goncalves,1,1
credit_card,gongogi,1,1
credit_card,governador dix-sept rosado,1,1
credit_card,governador eugenio barros,1,1
credit_card,governador lindenberg,1,1
credit_card,governador mangabeira,1,1
credit_card,graccho cardoso,1,1
credit_card,gramado dos loureiros,1,1
credit_card,gramado xavier,1,1
credit_card,guabiju,1,1
credit_card,guairaca,1,1
credit_card,guajara-mirim,1,1
credit_card,guamare,1,1
credit_card,guape,1,1
credit_card,guapirama,1,1
credit_card,guaraniacu,1,1
credit_card,guarapua,1,1
credit_card,guaraquecaba,1,1
credit_card,guassusse,1,1
credit_card,guatapara,1,1
credit_card,guia lopes da laguna,1,1
credit_card,guimaraes,1,1
credit_card,guimarania,1,1
credit_card,guinda,1,1
credit_card,guzolandia,1,1
credit_card,heliopolis,1,1
credit_card,herculandia,1,1
credit_card,herveiras,1,1
credit_card,humberto de campos,1,1
credit_card,humildes,1,1
credit_card,iacri,1,1
credit_card,iapu,1,1
credit_card,ibema,1,1
credit_card,ibertioga,1,1
credit_card,ibiajara,1,1
credit_card,ibiam,1,1
credit_card,ibiapina,1,1
credit_card,ibiara,1,1
credit_card,ibiassuce,1,1
credit_card,ibicare,1,1
credit_card,ibicoara,1,1
credit_card,ibicuitinga,1,1
credit_card,ibimirim,1,1
credit_card,ibipeba,1,1
credit_card,ibipitanga,1,1
credit_card,ibiracatu,1,1
credit_card,ibiraiaras,1,1
credit_card,ibirapua,1,1
credit_card,ibirataia,1,1
credit_card,ibitioca,1,1
credit_card,icarai de minas,1,1
credit_card,icatu,1,1
credit_card,ichu,1,1
credit_card,igapora,1,1
credit_card,igaracu do tiete,1,1
credit_card,igarape-acu,1,1
credit_card,igarape-miri,1,1
credit_card,igaratinga,1,1
credit_card,igrapiuna,1,1
credit_card,ilha de itamaraca,1,1
credit_card,ilha dos valadares,1,1
credit_card,ilha grande,1,1
credit_card,imbe de minas,1,1
credit_card,independencia,1,1
credit_card,indiaroba,1,1
credit_card,ingai,1,1
credit_card,inhuma,1,1
credit_card,iomere,1,1
credit_card,ipaumirim,1,1
credit_card,ipecaeta,1,1
credit_card,ipigua,1,1
credit_card,ipiranga de goias,1,1
credit_card,ipiranga do norte,1,1
credit_card,ipiranga do sul,1,1
credit_card,ipixuna do para,1,1
credit_card,ipueira,1,1
credit_card,ipuiuna,1,1
credit_card,ipupiara,1,1
credit_card,iracema,1,1
credit_card,irai,1,1
credit_card,iramaia,1,1
credit_card,irara,1,1
credit_card,iraucuba,1,1
credit_card,itabi,1,1
credit_card,itabirinha,1,1
credit_card,itacoatiara,1,1
credit_card,itacurussa,1,1
credit_card,itagimirim,1,1
credit_card,itaguacu da bahia,1,1
credit_card,itaguari,1,1
credit_card,itaju do colonia,1,1
credit_card,itanhanga,1,1
credit_card,itanhem,1,1
credit_card,itapage,1,1
credit_card,itaparica,1,1
credit_card,itapicuru,1,1
credit_card,itapora,1,1
credit_card,itaporanga d'ajuda,1,1
credit_card,itarana,1,1
credit_card,itatiba do sul,1,1
credit_card,itinga,1,1
credit_card,itiquira,1,1
credit_card,itirapina,1,1
credit_card,itueta,1,1
credit_card,itupiranga,1,1
credit_card,itutinga,1,1
credit_card,iuna,1,1
credit_card,ivai,1,1
credit_card,ivora,1,1
credit_card,jabora,1,1
credit_card,jaboti,1,1
credit_card,jacarau,1,1
credit_card,jaci,1,1
credit_card,jaciara,1,1
credit_card,jacigua,1,1
credit_card,jacuipe,1,1
credit_card,jaguapita,1,1
credit_card,jaguaquara,1,1
credit_card,jaguaracu,1,1
credit_card,jaguarembe,1,1
credit_card,jaguaribara,1,1
credit_card,jaguaruna,1,1
credit_card,jamaica,1,1
credit_card,jamapara,1,1
credit_card,jambeiro,1,1
credit_card,jampruca,1,1
credit_card,jandaia,1,1
credit_card,jandaira,1,1
credit_card,janduis,1,1
credit_card,japaraiba,1,1
credit_card,japaratuba,1,1
credit_card,japi,1,1
credit_card,japoata,1,1
credit_card,jaquirana,1,1
credit_card,jaraguari,1,1
credit_card,jardim abc de goias,1,1
credit_card,jardim alegre,1,1
credit_card,jardim de piranhas,1,1
credit_card,jardim olinda,1,1
credit_card,jataizinho,1,1
credit_card,jaupaci,1,1
credit_card,jenipapo de minas,1,1
credit_card,jequeri,1,1
credit_card,jerico,1,1
credit_card,jeriquara,1,1
credit_card,jeronimo monteiro,1,1
credit_card,jiquirica,1,1
credit_card,joaima,1,1
credit_card,joao alfredo,1,1
credit_card,joselandia,1,1
credit_card,juara,1,1
credit_card,jucas,1,1
credit_card,jucurucu,1,1
credit_card,junco do serido,1,1
credit_card,jupi,1,1
credit_card,jurema,1,1
credit_card,juscimeira,1,1
credit_card,jussari,1,1
credit_card,ladainha,1,1
credit_card,lago verde,1,1
credit_card,lagoa da canoa,1,1
credit_card,lagoa de sao francisco,1,1
credit_card,lagoa de velhos,1,1
credit_card,lagoa do carro,1,1
credit_card,lagoa do mato,1,1
credit_card,lagoa do piaui,1,1
credit_card,lagoa dos patos,1,1
credit_card,lagoa dos tres cantos,1,1
credit_card,lagoa real,1,1
credit_card,lagoinha do piaui,1,1
credit_card,laje do muriae,1,1
credit_card,lamarao,1,1
credit_card,laranja da terra,1,1
credit_card,laranjal do jari,1,1
credit_card,lebon regis,1,1
credit_card,lencois,1,1
credit_card,leoberto leal,1,1
credit_card,lindoeste,1,1
credit_card,lindoia do sul,1,1
credit_card,lindolfo collor,1,1
credit_card,livramento,1,1
credit_card,loreto,1,1
credit_card,lucena,1,1
credit_card,lucianopolis,1,1
credit_card,luis correia,1,1
credit_card,luisburgo,1,1
credit_card,luizlandia do oeste,1,1
credit_card,lunardelli,1,1
credit_card,lutecia,1,1
credit_card,luziapolis,1,1
credit_card,macambara,1,1
credit_card,macambira,1,1
credit_card,macaubal,1,1
credit_card,machadinho,1,1
credit_card,machadinho d'oeste,1,1
credit_card,machados,1,1
credit_card,macieira,1,1
credit_card,macuco,1,1
credit_card,madalena,1,1
credit_card,mae d'agua,1,1
credit_card,magalhaes de almeida,1,1
credit_card,maiquinique,1,1
credit_card,mairipotaba,1,1
credit_card,malhador,1,1
credit_card,mambai,1,1
credit_card,mamonas,1,1
credit_card,mampituba,1,1
credit_card,mandirituba,1,1
credit_card,manoel viana,1,1
credit_card,mansidao,1,1
credit_card,maquine,1,1
credit_card,maragogipe,1,1
credit_card,maranhaozinho,1,1
credit_card,marcelino vieira,1,1
credit_card,marcos parente,1,1
credit_card,marechal deodoro,1,1
credit_card,mari,1,1
credit_card,mariapolis,1,1
credit_card,maribondo,1,1
credit_card,mariental,1,1
credit_card,marilac,1,1
credit_card,marilandia do sul,1,1
credit_card,marques de souza,1,1
credit_card,martinesia,1,1
credit_card,massaranduba,1,1
credit_card,matias olimpio,1,1
credit_card,mato leitao,1,1
credit_card,mato rico,1,1
credit_card,matriz de camaragibe,1,1
credit_card,mauriti,1,1
credit_card,maximiliano de almeida,1,1
credit_card,meleiro,1,1
credit_card,milha,1,1
credit_card,mimoso de goias,1,1
credit_card,minduri,1,1
credit_card,ministro andreazza,1,1
credit_card,mira estrela,1,1
credit_card,miradouro,1,1
credit_card,miranda,1,1
credit_card,miranda do norte,1,1
credit_card,mirante da serra,1,1
credit_card,mirinzal,1,1
credit_card,missao velha,1,1
credit_card,missi,1,1
credit_card,mocajuba,1,1
credit_card,moema,1,1
credit_card,mojui dos campos,1,1
credit_card,mombaca,1,1
credit_card,mondai,1,1
credit_card,montadas,1,1
credit_card,montanhas,1,1
credit_card,monte alegre de sergipe,1,1
credit_card,monte alverne,1,1
credit_card,monte bonito,1,1
credit_card,monte castelo,1,1
credit_card,monte formoso,1,1
credit_card,monteiropolis,1,1
credit_card,moreira sales,1,1
credit_card,morpara,1,1
credit_card,morro agudo de goias,1,1
credit_card,morro da garca,1,1
credit_card,morro do pilar,1,1
credit_card,mossamedes,1,1
credit_card,mucuge,1,1
credit_card,mucurici,1,1
credit_card,muliterno,1,1
credit_card,murici,1,1
credit_card,muritiba,1,1
credit_card,murucupi,1,1
credit_card,murutinga do sul,1,1
credit_card,mussurepe,1,1
credit_card,mutum parana,1,1
credit_card,nacip raydan,1,1
credit_card,nantes,1,1
credit_card,natercia,1,1
credit_card,nazare da mata,1,1
credit_card,neopolis,1,1
credit_card,nipoa,1,1
credit_card,nortelandia,1,1
credit_card,nossa senhora da gloria,1,1
credit_card,nossa senhora das dores,1,1
credit_card,nossa senhora das gracas,1,1
credit_card,nova america,1,1
credit_card,nova america da colina,1,1
credit_card,nova boa vista,1,1
credit_card,nova campina,1,1
credit_card,nova crixas,1,1
credit_card,nova erechim,1,1
credit_card,nova esperanca do piria,1,1
credit_card,nova floresta,1,1
credit_card,nova guarita,1,1
credit_card,nova guataporanga,1,1
credit_card,nova independencia,1,1
credit_card,nova ipixuna,1,1
credit_card,nova lacerda,1,1
credit_card,nova laranjeiras,1,1
credit_card,nova luzitania,1,1
credit_card,nova monte verde,1,1
credit_card,nova palma,1,1
credit_card,nova roma,1,1
credit_card,nova roma do sul,1,1
credit_card,nova santa barbara,1,1
credit_card,nova timboteua,1,1
credit_card,nova ubirata,1,1
credit_card,nova vicosa,1,1
credit_card,novo alegre,1,1
credit_card,novo barreiro,1,1
credit_card,novo brasil,1,1
credit_card,novo cabrais,1,1
credit_card,novo itacolomi,1,1
credit_card,novo jardim,1,1
credit_card,novo oriente de minas,1,1
credit_card,novo oriente do piaui,1,1
credit_card,novo planalto,1,1
credit_card,novo repartimento,1,1
credit_card,ocara,1,1
credit_card,oeiras do para,1,1
credit_card,oiapoque,1,1
credit_card,olaria,1,1
credit_card,oleo,1,1
credit_card,olho d'agua das cunhas,1,1
credit_card,olhos d'agua,1,1
credit_card,onda verde,1,1
credit_card,orizania,1,1
credit_card,orobo,1,1
credit_card,osvaldo kroeff,1,1
credit_card,ourizona,1,1
credit_card,ouro,1,1
credit_card,ouro verde de goias,1,1
credit_card,pacotuba,1,1
credit_card,pacuja,1,1
credit_card,padre bernardo,1,1
credit_card,padre carvalho,1,1
credit_card,padre paraiso,1,1
credit_card,paial,1,1
credit_card,palhano,1,1
credit_card,palmares paulista,1,1
credit_card,palmeira d oeste,1,1
credit_card,palmeiras,1,1
credit_card,palminopolis,1,1
credit_card,palmopolis,1,1
credit_card,pancas,1,1
credit_card,paraibano,1,1
credit_card,paraiso das aguas,1,1
credit_card,paraju,1,1
credit_card,parambu,1,1
credit_card,parana,1,1
credit_card,paranacity,1,1
credit_card,paranhos,1,1
credit_card,pardinho,1,1
credit_card,pareci novo,1,1
credit_card,paripiranga,1,1
credit_card,paripueira,1,1
credit_card,parnarama,1,1
credit_card,passa tempo,1,1
credit_card,passagem,1,1
credit_card,passo de camaragibe,1,1
credit_card,pastos bons,1,1
credit_card,pato bragado,1,1
credit_card,patrocinio paulista,1,1
credit_card,paudalho,1,1
credit_card,paula freitas,1,1
credit_card,paulino neves,1,1
credit_card,paulistania,1,1
credit_card,pavao,1,1
credit_card,pedra lavrada,1,1
credit_card,pedrao,1,1
credit_card,pedras altas,1,1
credit_card,pedregulho,1,1
credit_card,pedrinhas paulista,1,1
credit_card,pedro gomes,1,1
credit_card,pedro velho,1,1
credit_card,peixe,1,1
credit_card,pequizeiro,1,1
credit_card,peritiba,1,1
credit_card,perobal,1,1
credit_card,perola,1,1
credit_card,perola d'oeste,1,1
credit_card,piacatu,1,1
credit_card,piacu,1,1
credit_card,pianco,1,1
credit_card,piao,1,1
credit_card,picada cafe,1,1
credit_card,picarras,1,1
credit_card,picui,1,1
credit_card,pimenta,1,1
credit_card,pindoba,1,1
credit_card,pindobacu,1,1
credit_card,pindorama do tocantins,1,1
credit_card,pingo-d'agua,1,1
credit_card,pinhal da serra,1,1
credit_card,pinto bandeira,1,1
credit_card,pio ix,1,1
credit_card,pio xii,1,1
credit_card,piquerobi,1,1
credit_card,piracema,1,1
credit_card,piracuruca,1,1
credit_card,pirai do norte,1,1
credit_card,pirajuba,1,1
credit_card,pirambu,1,1
credit_card,pirapemas,1,1
credit_card,pirapo,1,1
credit_card,pires ferreira,1,1
credit_card,pitanga de estrada,1,1
credit_card,pitimbu,1,1
credit_card,pium,1,1
credit_card,placas,1,1
credit_card,planaltina de goias,1,1
credit_card,planaltino,1,1
credit_card,pocao de pedras,1,1
credit_card,poco de pedra,1,1
credit_card,poco redondo,1,1
credit_card,pocoes,1,1
credit_card,pocoes de paineiras,1,1
credit_card,pocrane,1,1
credit_card,pontalinda,1,1
credit_card,pontao,1,1
credit_card,ponte alta do norte,1,1
credit_card,pontes gestal,1,1
credit_card,ponto belo,1,1
credit_card,ponto dos volantes,1,1
credit_card,ponto novo,1,1
credit_card,populina,1,1
credit_card,porteiras,1,1
credit_card,porto acre,1,1
credit_card,porto calvo,1,1
credit_card,porto de pedras,1,1
credit_card,porto dos gauchos,1,1
credit_card,porto esperidiao,1,1
credit_card,porto estrela,1,1
credit_card,porto firme,1,1
credit_card,porto lucena,1,1
credit_card,porto rico,1,1
credit_card,porto trombetas,1,1
credit_card,potim,1,1
credit_card,praia norte,1,1
credit_card,presidente juscelino,1,1
credit_card,presidente kubitschek,1,1
credit_card,princesa isabel,1,1
credit_card,purilandia,1,1
credit_card,putinga,1,1
credit_card,puxinana,1,1
credit_card,quadra,1,1
credit_card,quatituba,1,1
credit_card,quatro pontes,1,1
credit_card,queiroz,1,1
credit_card,queluz,1,1
credit_card,querencia do norte,1,1
credit_card,quijingue,1,1
credit_card,quilometro 14 do mutum,1,1
credit_card,quipapa,1,1
credit_card,quitandinha,1,1
credit_card,rancho alegre d'oeste,1,1
credit_card,rancho queimado,1,1
credit_card,raposo,1,1
credit_card,ravena,1,1
credit_card,rechan,1,1
credit_card,recreio,1,1
credit_card,redencao da serra,1,1
credit_card,redencao do gurgueia,1,1
credit_card,redentora,1,1
credit_card,remigio,1,1
credit_card,ressaquinha,1,1
credit_card,retirolandia,1,1
credit_card,riachinho,1,1
credit_card,riacho da cruz,1,1
credit_card,riacho de santo antonio,1,1
credit_card,riachuelo,1,1
credit_card,ribas do rio pardo,1,1
credit_card,ribeira do amparo,1,1
credit_card,ribeirao vermelho,1,1
credit_card,rifaina,1,1
credit_card,rincao,1,1
credit_card,rio bonito do iguacu,1,1
credit_card,rio das antas,1,1
credit_card,rio do antonio,1,1
credit_card,rio do pires,1,1
credit_card,rio doce,1,1
credit_card,rio dos cedros,1,1
credit_card,rio dos indios,1,1
credit_card,rio formoso,1,1
credit_card,rio rufino,1,1
credit_card,riversul,1,1
credit_card,romaria,1,1
credit_card,romelandia,1,1
credit_card,roncador,1,1
credit_card,rondon,1,1
credit_card,rubiacea,1,1
credit_card,rubim,1,1
credit_card,rubineia,1,1
credit_card,sabino,1,1
credit_card,saboeiro,1,1
credit_card,sacra familia do tingua,1,1
credit_card,salmourao,1,1
credit_card,salto do itarare,1,1
credit_card,salto grande,1,1
credit_card,salvador do sul,1,1
credit_card,sandolandia,1,1
credit_card,santa barbara do para,1,1
credit_card,santa barbara do sul,1,1
credit_card,santa cecilia do pavao,1,1
credit_card,santa clara d'oeste,1,1
credit_card,santa clara do sul,1,1
credit_card,santa cruz de goias,1,1
credit_card,santa cruz de salinas,1,1
credit_card,santa fe de minas,1,1
credit_card,santa isabel do rio preto,1,1
credit_card,santa leopoldina,1,1
credit_card,santa luzia do norte,1,1
credit_card,santa maria da serra,1,1
credit_card,santa maria do herval,1,1
credit_card,santa maria do para,1,1
credit_card,santa maria do salto,1,1
credit_card,santa quiteria do maranhao,1,1
credit_card,santa rita da floresta,1,1
credit_card,santa rita de jacutinga,1,1
credit_card,santa rita de minas,1,1
credit_card,santa rita do itueto,1,1
credit_card,santa rosa de lima,1,1
credit_card,santa rosa do sul,1,1
credit_card,santa salete,1,1
credit_card,santa tereza do oeste,1,1
credit_card,santa terezinha,1,1
credit_card,santana da boa vista,1,1
credit_card,santana do deserto,1,1
credit_card,santana do itarare,1,1
credit_card,santana do sobrado,1,1
credit_card,santo antonio,1,1
credit_card,santo antonio da alegria,1,1
credit_card,santo antonio das queimadas,1,1
credit_card,santo antonio de goias,1,1
credit_card,santo antonio do aracangua,1,1
credit_card,santo antonio do aventureiro,1,1
credit_card,santo antonio do caiua,1,1
credit_card,santo antonio do canaa,1,1
credit_card,santo antonio do palma,1,1
credit_card,santo antonio do planalto,1,1
credit_card,santo antonio do rio abaixo,1,1
credit_card,santo antonio do taua,1,1
credit_card,santo antonio dos campos,1,1
credit_card,santo eduardo,1,1
credit_card,santo expedito,1,1
credit_card,santo hipolito,1,1
credit_card,santo inacio,1,1
credit_card,sao benedito do rio preto,1,1
credit_card,sao benedito do sul,1,1
credit_card,sao bentinho,1,1
credit_card,sao bento abade,1,1
credit_card,sao bernardino,1,1
credit_card,sao bernardo,1,1
credit_card,sao bonifacio,1,1
credit_card,sao bras,1,1
credit_card,sao bras do suacui,1,1
credit_card,sao carlos do ivai,1,1
credit_card,sao clemente,1,1
credit_card,sao cristovao do sul,1,1
credit_card,sao desiderio,1,1
credit_card,sao domingos das dores,1,1
credit_card,sao domingos do araguaia,1,1
credit_card,sao domingos do maranhao,1,1
credit_card,sao felix de minas,1,1
credit_card,sao felix do araguaia,1,1
credit_card,sao felix do coribe,1,1
credit_card,sao fernando,1,1
credit_card,sao francisco do gloria,1,1
credit_card,sao francisco do guapore,1,1
credit_card,sao francisco do humaita,1,1
credit_card,sao geraldo do baguari,1,1
credit_card,sao goncalo do abaete,1,1
credit_card,sao goncalo do rio das pedras,1,1
credit_card,sao joao d'alianca,1,1
credit_card,sao joao da parauna,1,1
credit_card,sao joao da ponte,1,1
credit_card,sao joao da urtiga,1,1
credit_card,sao joao de petropolis,1,1
credit_card,sao joao de pirabas,1,1
credit_card,sao joao do itaperiu,1,1
credit_card,sao joao do sabugi,1,1
credit_card,sao joao do sobrado,1,1
credit_card,sao joao do sul,1,1
credit_card,sao joaquim do monte,1,1
credit_card,sao jorge d'oeste,1,1
credit_card,sao jorge do ivai,1,1
credit_card,sao jose do goiabal,1,1
credit_card,sao jose do inhacora,1,1
credit_card,sao jose do piaui,1,1
credit_card,sao jose do ribeirao,1,1
credit_card,sao jose do serido,1,1
credit_card,sao jose do xingu,1,1
credit_card,sao jose dos cordeiros,1,1
credit_card,sao luis do curu,1,1
credit_card,sao luis do quitunde,1,1
credit_card,sao mamede,1,1
credit_card,sao mateus de minas,1,1
credit_card,sao mateus do maranhao,1,1
credit_card,sao miguel das matas,1,1
credit_card,sao miguel do aleixo,1,1
credit_card,sao miguel do anta,1,1
credit_card,sao miguel do cambui,1,1
credit_card,sao miguel do gostoso,1,1
credit_card,sao nicolau,1,1
credit_card,sao patricio,1,1
credit_card,sao paulo das missoes,1,1
credit_card,sao pedro da uniao,1,1
credit_card,sao pedro de alcantara,1,1
credit_card,sao pedro do iguacu,1,1
credit_card,sao pedro do sul,1,1
credit_card,sao rafael,1,1
credit_card,sao roque de minas,1,1
credit_card,sao sebastiao da amoreira,1,1
credit_card,sao sebastiao da boa vista,1,1
credit_card,sao sebastiao de campos,1,1
credit_card,sao sebastiao do paraiba,1,1
credit_card,sao thome das letras,1,1
credit_card,sao vendelino,1,1
credit_card,sao vitor,1,1
credit_card,sape,1,1
credit_card,sapeacu,1,1
credit_card,sardoa,1,1
credit_card,satiro dias,1,1
credit_card,saubara,1,1
credit_card,seberi,1,1
credit_card,sede alvorada,1,1
